"CODE","COMMON_NAME","SCIENTIFIC_NAME","THRESHOLD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","DAG_CODE"
17010,"hackberry nipplegall maker","Pachypsylla celtidismamma",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:28,"798795",17000
17011,"balsam gall midge","Paradiplosis tumifex","Any damage to the terminal leader; damage >20% of the foliage with >50% of the leaf/needle affected","FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS_SRS",2021-05-05 10:00:49,"67572",17000
17012,"hickory gall Phylloxera","Phylloxera caryaecaulis",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:29,"798795",17000
17013,"gall aphid","Phylloxeridae",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:29,"798795",17000
17014,"alder gall mite","Phytoptus laevis",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:29,"798795",17000
17015,"psyllid","Psyllidae",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:30,"798795",17000
17016,"sugarberry psyllid","Tetragonocephela flava",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:30,"798795",17000
17017,"mountain apple psyllid","Trioza vitiensis",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:30,"798795",17000
17018,"gouty pitch midge","Cedidomyia piniinopsis",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:31,"798795",17000
17019,"spider mites","Oligonychus spp.",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:31,"798795",17000
17020,"cypress gall midges","Taxodiomyia spp.",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:31,"798795",17000
17021,"jumping oak gall wasp","Neuroterus saltatorius",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:32,"798795",17000
17022,"erythrina gall wasp","Quadrastichus erythrinae",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:32,"798795",17000
17800,"other gallmaking insect (known)","other gallmaking insect (known)",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:33,"798795",17000
17900,"unknown gallmaking insect","unknown gallmaking insect",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:33,"798795",17000
18000,"Insect Predators",,,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:33,"798795",18000
18001,"lacewing",,,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:33,"798795",18000
18002,"blackbellied clerid","Enoclerus lecontei",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:34,"798795",18000
18003,"redbellied clerid","Enoclerus sphegeus",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:34,"798795",18000
18004,"red wood ant","Formica rufa",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:35,"798795",18000
18005,"western yellowjacket","Vespula pennsylvanica",,"FS_NIMS_NRS",2013-07-31 11:48:12,"440","FS_NIMS",2016-02-17 12:16:35,"798795",18000
19000,"General Diseases",,"Any damage to the terminal leader; damage >20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage >20% of the foliage with >50% of the leaf/needle affected","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:56,"67572",19000
20000,"Biotic Damage",,,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:40,"798795",20000
20001,"damping off",,,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:41,"798795",20000
20002,"gray mold","Botrytis cinerea",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:41,"798795",20000
20003,"Cassytha","Cassytha filiformis",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:41,"798795",20000
20004,"hemlock fluting",,,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:42,"798795",20000
21000,"Root/Butt Diseases",,"Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:42,"798795",21000
21001,"Armillaria root disease","Armillaria spp.","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:42,"798795",21000
21002,"yellow stringy rot","Corticium galactimum",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:43,"798795",21000
21003,"Cylindrocladium root disease","Cylindrocladium spp.",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:43,"798795",21000
21004,"brown crumbly rot","Fomitopsis pinicola",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:43,"798795",21000
21005,"black root rot of pine","Fusarium oxysporum",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:44,"798795",21000
21006,"Fusarium root rot","Fusarium spp.",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:44,"798795",21000
21007,"white mottled rot","Ganoderma applanatum","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",21000
21008,"Ganoderma rot of hardwoods","Ganoderma lucidum","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:47,"67572",21000
21009,"Ganoderma rot of conifers","Ganoderma tsugae","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",21000
21010,"Heterobasidion root disease","Heterobasidion annosum","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:45,"798795",21000
21011,"circinatus root rot","Inonotus circinatus",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:47,"798795",21000
21012,"tomentosus root rot/false velvet top fungus","Inonotus tomentosus",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:48,"798795",21000
21013,"charcoal root rot","Macrophomina phaseolina",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:48,"798795",21000
21014,"black stain root disease","Ophiostoma wageneri","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:48,"798795",21000
21015,"Schweinitzii root and butt rot","Phaeolus schweinitzii","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:48,"798795",21000
21016,"flame tree root disease","Phellinus noxious","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:47,"67572",21000
21017,"laminated root rot","Phellinus weirii","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:49,"798795",21000
21019,"littleleaf disease/ Phytophthora root rot","Phytophthora cinnamomi",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",21000
21020,"Port-Orford-Cedar root disease","Phytophthora lateralis","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:50,"798795",21000
21022,"Pythium root rot","Pythium spp.",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:50,"798795",21000
21023,"procera root disease of conifers","Verticicladiella procera",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:51,"798795",21000
21024,"crown gall","Agrobacterium tumefaciens",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:51,"798795",21000
21025,"borealis conk","Climacocystis borealis",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:51,"798795",21000
21026,"yellow pitted rot","Hericium abietis",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:52,"798795",21000
21027,"brown cubical rot","Laetiporus sulphureus","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:52,"798795",21000
21028,"sudden oak death","Phytophthora ramorum","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:52,"798795",21000
21029,"Rhizina root disease","Rhizina undulata",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:53,"798795",21000
21030,"yellow root rot","Perenniporia subacida",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:54,"798795",21000
21031,"brown top rot","Fomitopsis cajanderi",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:54,"798795",21000
21033,"pocket dry rot","Tyromyces amarus",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:54,"798795",21000
21700,"root or butt decay (indicators present)","root or butt decay (indicators present)",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:55,"798795",21000
21800,"other root or butt disease (known)","other root or butt disease (known)",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:55,"798795",21000
21900,"unknown root or butt disease","unknown root or butt disease",,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:55,"798795",21000
22000,"Cankers",,"Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:16:56,"798795",22000
22001,"heart rot",,"Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS",2016-02-17 12:17:15,"798795",22500
22002,"stem rot",,,"FS_NIMS_NRS",2013-07-31 11:48:13,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",22500
22003,"sap rot",,,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",22500
22004,"slime flux",,,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:16,"798795",22500
22005,"viruses",,,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:16:56,"798795",22000
22006,"black knot of cherry","Apiosporina morbosa","Any occurrence on the bole or on branches <1 foot from bole; damage to >50% of branches","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS_SRS",2021-05-05 10:00:54,"67572",22000
22007,"Atropellis canker","Atropellis piniphila",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:16:57,"798795",22000
22008,"Siberian elm canker","Botryodiplodia hypodermia",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:16:57,"798795",22000
22009,"Botryosphaeria canker","Botryosphaeria ribis",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:16:57,"798795",22000
22010,"black rot fungus","Botryosphaeria stevensii",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:16,"798795",22500
22011,"Caliciopsis canker","Caliciopsis pinea","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS_SRS",2021-05-05 10:00:47,"67572",22000
22012,"black canker of aspen","Ceratocystis fimbriata",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:16:58,"798795",22000
22013,"sycamore canker stain","Ceratocystis fimbriata f.sp. plataini",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:16:59,"798795",22000
22023,"chestnut blight","Cryphonectria parasitica","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:00,"798795",22000
22024,"gray-brown sap rot","Cryptoporus volvatus",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:16,"798795",22500
22025,"Cryptosphaeria canker of aspen","Cryptosphaeria populina",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:00,"798795",22000
22026,"Cytospora canker of fir","Cytospora abietis",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:00,"798795",22000
22027,"western red rot","Dichomitus squalens",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:17,"798795",22500
22028,"Indian paint fungus","Echinodontium tinctorium","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:17,"798795",22500
22029,"sooty-bark canker","Encoelia pruinosa",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:01,"798795",22000
22030,"Eutypella canker","Eutypella parasitica","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:01,"798795",22000
22031,"Fusarium cortical stem rot","Fusarium avenaceum",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:18,"798795",22500
22032,"pitch canker of pines","Fusarium subglutinans","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:01,"798795",22000
22033,"Fusicoccum canker","Fusicoccum spp.",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:02,"798795",22000
22034,"Scleroderris canker","Gremmeniella abietina",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:02,"798795",22000
22035,"amelanchier rust","Gymnosporangium harknessianum",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:02,"798795",22000
22036,"cedar apple rust","Gymnosporangium juniperi-virginianae",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:03,"798795",22000
22037,"Hypoxylon canker of oak","Hypoxylon atropunctatum",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",22000
22038,"Hypoxylon canker of aspen","Hypoxylon mammatum","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:03,"798795",22000
22039,"canker rot of oak","Inonotus hispidus",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:18,"798795",22500
22040,"sterile conk trunk rot of birch, chaga","Inonotus obliquus","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22041,"European larch canker","Lachnellula willkommii",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:04,"798795",22000
22042,"beech bark disease","Nectria coccinea","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:04,"798795",22000
22043,"Nectria canker","Nectria galligena","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:04,"798795",22000
22044,"ash heart rot","Pereniporia fraxinophila",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:18,"798795",22500
22047,"red heart rot","Phellinus pini","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:19,"798795",22500
22048,"aspen trunk rot","Phellinus tremulae","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22049,"stem decay of black walnut","Phellinus weirianus",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:20,"798795",22500
22050,"Phomopsis canker","Phomopsis occulta",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:05,"798795",22000
22051,"Phomopsis canker","Phomopsis spp.",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:05,"798795",22000
22052,"cypress canker","Seiridium cardinale",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:06,"798795",22000
22053,"butternut canker","Sirococcus clavigignenti-jugl.","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:06,"798795",22000
22054,"maple canker","Steganosporium spp.",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:07,"798795",22000
22055,"Thyronectria canker","Thyronectria austro-americana",,"FS_NIMS_NRS",2013-07-31 11:48:14,"440","FS_NIMS",2016-02-17 12:17:07,"798795",22000
22056,"citrus canker","Xanthomonas citri",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:07,"798795",22000
22057,"Cytospora canker of aspen","Cytospora chrysosperma",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:08,"798795",22000
22058,"Dothichiza canker","Dothichiza populae",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:08,"798795",22000
22059,"red belt fungus/brown crumbly rot","Fomitopsis pinicola","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22060,"Leucocytospora canker of spruce","Leucocytospora kunzei",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:08,"798795",22000
22062,"quinine fungus/brown trunk rot","Fomitopsis officinalis","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22063,"brown cubical decay","Coniophora puteana",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:21,"798795",22500
22064,"tinder fungus","Fomes fomentarius","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22065,"purple conk","Hirschioporus abietinus",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:21,"798795",22500
22066,"pinyon black stain","Leptographium wagnerii",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:22,"798795",22500
22067,"Phellinus hartigii","Phellinus hartigii","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22068,"false tinder fungus","Phellinus igniarius","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22069,"robustus conk","Phellinus robustus",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:23,"798795",22500
22070,"yellow cap fungus","Pholiota spp.","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22071,"oyster mushroom","Pleurotus ostreatus",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:24,"798795",22500
22072,"white ring rot","Poria albipellucida",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:24,"798795",22500
22073,"hemlock canker","Xenomeris abietis",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:09,"798795",22000
22074,"cedar brown pocket rot","Poria sericeomollis",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:24,"798795",22500
22075,"Lachnellula canker","Lachnellula flavovirens","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:47,"67572",22000
22076,"strumella canker","Strumella coryneoidea","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:47,"67572",22000
22077,"phomopsis blight","Phomopsis juniperovora",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:10,"798795",22000
22078,"fusarium canker of yellow poplar","Fusarium solani",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:10,"798795",22000
22079,"sterile conk of maple and beech","Inonotus glomeratus",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:11,"798795",22000
22080,"canker of spruce","Aleurodiscus spp.",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:11,"798795",22000
22081,"birch conk","Piptoporus betulinus","Any visual evidence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",22500
22082,"Discocainia canker","Discocainia treleasei",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:12,"798795",22000
22083,"red ring rot canker","Phellinus pini var. cancriformans",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:12,"798795",22000
22084,"Douglas-fir cankers","Douglas-fir cankers",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:13,"798795",22000
22085,"Scleroderris canker of western firs","Grovesiella abieticola",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:13,"798795",22000
22086,"Thousand cankers disease","Geosmithia morbida",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",22000
22087,"nonrust canker","unknown","Damage >20% of bole circumference (in a running 3-foot section) at point of occurrence","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:55,"67572",22000
22300,"other canker disease (known)","other canker disease (known)",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:14,"798795",22000
22400,"unknown canker disease","unknown canker disease",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:14,"798795",22000
22500,"Stem Decay",,"Any visual evidence (conks; fruiting bodies; rotten wood)","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:25,"798795",22500
22800,"other stem decay (known)","other stem decay (known)",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:25,"798795",22500
22900,"unknown stem decay","unknown stem decay",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:26,"798795",22500
23000,"Parasitic/Epiphytic Plants",,"Dwarf mistletoes with Hawksworth rating of 3+; true mistletoes or vines covering >50% of crown","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:55,"67572",23000
23001,"mistletoe","mistletoe",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:26,"798795",23000
23002,"parasitic plants","parasitic plants",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:27,"798795",23000
23003,"vine damage","vine damage","Vines covering >50% of crown","FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS_SRS",2021-05-05 10:00:51,"67572",23000
23005,"white fir dwarf mistletoe","Arceuthobium abietinum f. sp. concoloris",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:27,"798795",23000
23006,"lodgepole pine dwarf mistletoe","Arceuthobium americanum",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:28,"798795",23000
23007,"Apache dwarf mistletoe","Arceuthobium apachecum",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:28,"798795",23000
23008,"western dwarf mistletoe","Arceuthobium campylopodum",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:29,"798795",23000
23009,"limber pine dwarf mistletoe","Arceuthobium cyanocarpum",,"FS_NIMS_NRS",2013-07-31 11:48:15,"440","FS_NIMS",2016-02-17 12:17:29,"798795",23000
23010,"pinyon dwarf mistletoe","Arceuthobium divaricatum",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:29,"798795",23000
23011,"Douglas-fir dwarf mistletoe","Arceuthobium douglasii",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",23000
23012,"Chihuahua pine dwarf mistletoe","Arceuthobium gillii",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:30,"798795",23000
23013,"larch dwarf mistletoe","Arceuthobium laricis",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:31,"798795",23000
23014,"western spruce dwarf mistletoe","Arceuthobium microcarpum",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:31,"798795",23000
23015,"eastern dwarf mistletoe","Arceuthobium pusillum","Any occurrence","FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:32,"798795",23000
23016,"hemlock dwarf mistletoe","Arceuthobium tsugense","Dwarf mistletoes with Hawksworth rating of 3+; true mistletoes or vines covering >50% of crown","FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS_SRS",2021-05-05 10:00:48,"67572",23000
23017,"southwestern dwarf mistletoe","Arceuthobium vaginatum subsp. crytopodum",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS_SRS",2021-05-05 10:00:46,"67572",23000
23018,"dodder","Cuscuta spp.",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:32,"798795",23000
23019,"white fir mistletoe","Phoradendron bolleanum subsp. pauciflorum",,"FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS",2016-02-17 12:17:33,"798795",23000
23020,"true mistletoe (other)",,"True mistletoe covering >50% of crown","FS_NIMS_NRS",2013-07-31 11:48:16,"440","FS_NIMS_SRS",2021-05-05 10:00:52,"67572",23000
