"OWNER","TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID"
"FS_FIADB","BEGINEND","ONEORTWO","NUMBER",22,NA,NA,"Y",1
"FS_FIADB","BEGINEND","CREATED_BY","VARCHAR2",30,NA,NA,"Y",2
"FS_FIADB","BEGINEND","CREATED_DATE","DATE",7,NA,NA,"Y",3
"FS_FIADB","BEGINEND","CREATED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",4
"FS_FIADB","BEGINEND","MODIFIED_BY","VARCHAR2",30,NA,NA,"Y",5
"FS_FIADB","BEGINEND","MODIFIED_DATE","DATE",7,NA,NA,"Y",6
"FS_FIADB","BEGINEND","MODIFIED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",7
"FS_FIADB","COND","CN","VARCHAR2",34,NA,NA,"N",1
"FS_FIADB","COND","PLT_CN","VARCHAR2",34,NA,NA,"N",2
"FS_FIADB","COND","INVYR","NUMBER",22,4,0,"N",3
"FS_FIADB","COND","STATECD","NUMBER",22,4,0,"N",4
"FS_FIADB","COND","UNITCD","NUMBER",22,2,0,"N",5
"FS_FIADB","COND","COUNTYCD","NUMBER",22,3,0,"N",6
"FS_FIADB","COND","PLOT","NUMBER",22,5,0,"N",7
"FS_FIADB","COND","CONDID","NUMBER",22,1,0,"N",8
"FS_FIADB","COND","COND_STATUS_CD","NUMBER",22,1,0,"N",9
"FS_FIADB","COND","COND_NONSAMPLE_REASN_CD","NUMBER",22,2,0,"Y",10
"FS_FIADB","COND","RESERVCD","NUMBER",22,2,0,"Y",11
"FS_FIADB","COND","OWNCD","NUMBER",22,2,0,"Y",12
"FS_FIADB","COND","OWNGRPCD","NUMBER",22,2,0,"Y",13
"FS_FIADB","COND","ADFORCD","NUMBER",22,4,0,"Y",14
"FS_FIADB","COND","FORTYPCD","NUMBER",22,3,0,"Y",15
"FS_FIADB","COND","FLDTYPCD","NUMBER",22,3,0,"Y",16
"FS_FIADB","COND","MAPDEN","NUMBER",22,1,0,"Y",17
"FS_FIADB","COND","STDAGE","NUMBER",22,4,0,"Y",18
"FS_FIADB","COND","STDSZCD","NUMBER",22,2,0,"Y",19
"FS_FIADB","COND","FLDSZCD","NUMBER",22,2,0,"Y",20
"FS_FIADB","COND","SITECLCD","NUMBER",22,2,0,"Y",21
"FS_FIADB","COND","SICOND","NUMBER",22,3,0,"Y",22
"FS_FIADB","COND","SIBASE","NUMBER",22,3,0,"Y",23
"FS_FIADB","COND","SISP","NUMBER",22,4,0,"Y",24
"FS_FIADB","COND","STDORGCD","NUMBER",22,2,0,"Y",25
"FS_FIADB","COND","STDORGSP","NUMBER",22,NA,NA,"Y",26
"FS_FIADB","COND","PROP_BASIS","VARCHAR2",12,NA,NA,"Y",27
"FS_FIADB","COND","CONDPROP_UNADJ","NUMBER",22,NA,NA,"Y",28
"FS_FIADB","COND","MICRPROP_UNADJ","NUMBER",22,NA,NA,"Y",29
"FS_FIADB","COND","SUBPPROP_UNADJ","NUMBER",22,NA,NA,"Y",30
"FS_FIADB","COND","MACRPROP_UNADJ","NUMBER",22,NA,NA,"Y",31
"FS_FIADB","COND","SLOPE","NUMBER",22,3,0,"Y",32
"FS_FIADB","COND","ASPECT","NUMBER",22,3,0,"Y",33
"FS_FIADB","COND","PHYSCLCD","NUMBER",22,2,0,"Y",34
"FS_FIADB","COND","GSSTKCD","NUMBER",22,2,0,"Y",35
"FS_FIADB","COND","ALSTKCD","NUMBER",22,2,0,"Y",36
"FS_FIADB","COND","DSTRBCD1","NUMBER",22,2,0,"Y",37
"FS_FIADB","COND","DSTRBYR1","NUMBER",22,4,0,"Y",38
"FS_FIADB","COND","DSTRBCD2","NUMBER",22,2,0,"Y",39
"FS_FIADB","COND","DSTRBYR2","NUMBER",22,4,0,"Y",40
"FS_FIADB","COND","DSTRBCD3","NUMBER",22,2,0,"Y",41
"FS_FIADB","COND","DSTRBYR3","NUMBER",22,4,0,"Y",42
"FS_FIADB","COND","TRTCD1","NUMBER",22,2,0,"Y",43
"FS_FIADB","COND","TRTYR1","NUMBER",22,4,0,"Y",44
"FS_FIADB","COND","TRTCD2","NUMBER",22,2,0,"Y",45
"FS_FIADB","COND","TRTYR2","NUMBER",22,4,0,"Y",46
"FS_FIADB","COND","TRTCD3","NUMBER",22,2,0,"Y",47
"FS_FIADB","COND","TRTYR3","NUMBER",22,4,0,"Y",48
"FS_FIADB","COND","PRESNFCD","NUMBER",22,2,0,"Y",49
"FS_FIADB","COND","BALIVE","NUMBER",22,9,4,"Y",50
"FS_FIADB","COND","FLDAGE","NUMBER",22,4,0,"Y",51
"FS_FIADB","COND","ALSTK","NUMBER",22,7,4,"Y",52
"FS_FIADB","COND","GSSTK","NUMBER",22,7,4,"Y",53
"FS_FIADB","COND","FORTYPCDCALC","NUMBER",22,3,0,"Y",54
"FS_FIADB","COND","HABTYPCD1","VARCHAR2",10,NA,NA,"Y",55
"FS_FIADB","COND","HABTYPCD1_PUB_CD","VARCHAR2",10,NA,NA,"Y",56
"FS_FIADB","COND","HABTYPCD1_DESCR_PUB_CD","VARCHAR2",10,NA,NA,"Y",57
"FS_FIADB","COND","HABTYPCD2","VARCHAR2",10,NA,NA,"Y",58
"FS_FIADB","COND","HABTYPCD2_PUB_CD","VARCHAR2",10,NA,NA,"Y",59
"FS_FIADB","COND","HABTYPCD2_DESCR_PUB_CD","VARCHAR2",10,NA,NA,"Y",60
"FS_FIADB","COND","MIXEDCONFCD","VARCHAR2",1,NA,NA,"Y",61
"FS_FIADB","COND","VOL_LOC_GRP","VARCHAR2",200,NA,NA,"Y",62
"FS_FIADB","COND","SITECLCDEST","NUMBER",22,2,0,"Y",63
"FS_FIADB","COND","SITETREE_TREE","NUMBER",22,4,0,"Y",64
"FS_FIADB","COND","SITECL_METHOD","NUMBER",22,2,0,"Y",65
"FS_FIADB","COND","CARBON_DOWN_DEAD","NUMBER",22,13,6,"Y",66
"FS_FIADB","COND","CARBON_LITTER","NUMBER",22,13,6,"Y",67
"FS_FIADB","COND","CARBON_SOIL_ORG","NUMBER",22,13,6,"Y",68
"FS_FIADB","COND","CARBON_UNDERSTORY_AG","NUMBER",22,13,6,"Y",69
"FS_FIADB","COND","CARBON_UNDERSTORY_BG","NUMBER",22,13,6,"Y",70
"FS_FIADB","COND","CREATED_BY","VARCHAR2",30,NA,NA,"Y",71
"FS_FIADB","COND","CREATED_DATE","DATE",7,NA,NA,"Y",72
"FS_FIADB","COND","CREATED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",73
"FS_FIADB","COND","MODIFIED_BY","VARCHAR2",30,NA,NA,"Y",74
"FS_FIADB","COND","MODIFIED_DATE","DATE",7,NA,NA,"Y",75
"FS_FIADB","COND","MODIFIED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",76
"FS_FIADB","COND","CYCLE","NUMBER",22,2,0,"Y",77
"FS_FIADB","COND","SUBCYCLE","NUMBER",22,2,0,"Y",78
"FS_FIADB","COND","SOIL_ROOTING_DEPTH_PNW","VARCHAR2",1,NA,NA,"Y",79
"FS_FIADB","COND","GROUND_LAND_CLASS_PNW","VARCHAR2",3,NA,NA,"Y",80
"FS_FIADB","COND","PLANT_STOCKABILITY_FACTOR_PNW","NUMBER",22,NA,NA,"Y",81
"FS_FIADB","COND","STND_COND_CD_PNWRS","NUMBER",22,1,0,"Y",82
"FS_FIADB","COND","STND_STRUC_CD_PNWRS","NUMBER",22,1,0,"Y",83
"FS_FIADB","COND","STUMP_CD_PNWRS","VARCHAR2",1,NA,NA,"Y",84
"FS_FIADB","COND","FIRE_SRS","NUMBER",22,1,0,"Y",85
"FS_FIADB","COND","GRAZING_SRS","NUMBER",22,1,0,"Y",86
"FS_FIADB","COND","HARVEST_TYPE1_SRS","NUMBER",22,2,0,"Y",87
"FS_FIADB","COND","HARVEST_TYPE2_SRS","NUMBER",22,2,0,"Y",88
"FS_FIADB","COND","HARVEST_TYPE3_SRS","NUMBER",22,2,0,"Y",89
"FS_FIADB","COND","LAND_USE_SRS","NUMBER",22,2,0,"Y",90
"FS_FIADB","COND","OPERABILITY_SRS","NUMBER",22,2,0,"Y",91
"FS_FIADB","COND","STAND_STRUCTURE_SRS","NUMBER",22,2,0,"Y",92
"FS_FIADB","COND","NF_COND_STATUS_CD","NUMBER",22,1,0,"Y",93
"FS_FIADB","COND","NF_COND_NONSAMPLE_REASN_CD","NUMBER",22,2,0,"Y",94
"FS_FIADB","COND","CANOPY_CVR_SAMPLE_METHOD_CD","NUMBER",22,2,0,"Y",95
"FS_FIADB","COND","LIVE_CANOPY_CVR_PCT","NUMBER",22,3,0,"Y",96
"FS_FIADB","COND","LIVE_MISSING_CANOPY_CVR_PCT","NUMBER",22,3,0,"Y",97
"FS_FIADB","COND","NBR_LIVE_STEMS","NUMBER",22,5,0,"Y",98
"FS_FIADB","COND","OWNSUBCD","NUMBER",22,1,0,"Y",99
"FS_FIADB","COND","INDUSTRIALCD_FIADB","NUMBER",22,1,0,"Y",100
"FS_FIADB","COND","RESERVCD_5","NUMBER",22,1,0,"Y",101
"FS_FIADB","COND","ADMIN_WITHDRAWN_CD","NUMBER",22,1,0,"Y",102
"FS_FIADB","COND","CHAINING_CD","NUMBER",22,1,0,"Y",103
"FS_FIADB","COND","LAND_COVER_CLASS_CD_RET","NUMBER",22,2,0,"Y",104
"FS_FIADB","COND","AFFORESTATION_CD","NUMBER",22,1,0,"Y",105
"FS_FIADB","COND","PREV_AFFORESTATION_CD","NUMBER",22,1,0,"Y",106
"FS_FIADB","COND","DWM_FUELBED_TYPCD","VARCHAR2",3,NA,NA,"Y",107
"FS_FIADB","COND","NVCS_PRIMARY_CLASS","VARCHAR2",8,NA,NA,"Y",108
"FS_FIADB","COND","NVCS_LEVEL_1_CD","VARCHAR2",25,NA,NA,"Y",109
"FS_FIADB","COND","NVCS_LEVEL_2_CD","VARCHAR2",25,NA,NA,"Y",110
"FS_FIADB","COND","NVCS_LEVEL_3_CD","VARCHAR2",25,NA,NA,"Y",111
"FS_FIADB","COND","NVCS_LEVEL_4_CD","VARCHAR2",25,NA,NA,"Y",112
"FS_FIADB","COND","NVCS_LEVEL_5_CD","VARCHAR2",25,NA,NA,"Y",113
"FS_FIADB","COND","NVCS_LEVEL_6_CD","VARCHAR2",25,NA,NA,"Y",114
"FS_FIADB","COND","NVCS_LEVEL_7_CD","VARCHAR2",25,NA,NA,"Y",115
"FS_FIADB","COND","NVCS_LEVEL_8_CD","VARCHAR2",25,NA,NA,"Y",116
"FS_FIADB","COND","AGE_BASIS_CD_PNWRS","NUMBER",22,2,0,"Y",117
"FS_FIADB","COND","COND_STATUS_CHNG_CD_RMRS","NUMBER",22,1,0,"Y",118
"FS_FIADB","COND","CRCOVPCT_RMRS","NUMBER",22,3,0,"Y",119
"FS_FIADB","COND","DOMINANT_SPECIES1_PNWRS","NUMBER",22,4,0,"Y",120
"FS_FIADB","COND","DOMINANT_SPECIES2_PNWRS","NUMBER",22,4,0,"Y",121
"FS_FIADB","COND","DOMINANT_SPECIES3_PNWRS","NUMBER",22,4,0,"Y",122
"FS_FIADB","COND","DSTRBCD1_P2A","NUMBER",22,2,0,"Y",123
"FS_FIADB","COND","DSTRBCD2_P2A","NUMBER",22,2,0,"Y",124
"FS_FIADB","COND","DSTRBCD3_P2A","NUMBER",22,2,0,"Y",125
"FS_FIADB","COND","DSTRBYR1_P2A","NUMBER",22,4,0,"Y",126
"FS_FIADB","COND","DSTRBYR2_P2A","NUMBER",22,4,0,"Y",127
"FS_FIADB","COND","DSTRBYR3_P2A","NUMBER",22,4,0,"Y",128
"FS_FIADB","COND","FLDTYPCD_30","NUMBER",22,3,0,"Y",129
"FS_FIADB","COND","FOREST_COMMUNITY_PNWRS","NUMBER",22,3,0,"Y",130
"FS_FIADB","COND","LAND_USECD_RMRS","NUMBER",22,1,0,"Y",131
"FS_FIADB","COND","MAICF","NUMBER",22,5,2,"Y",132
"FS_FIADB","COND","PCTBARE_RMRS","NUMBER",22,3,0,"Y",133
"FS_FIADB","COND","QMD_RMRS","NUMBER",22,5,1,"Y",134
"FS_FIADB","COND","RANGETYPCD_RMRS","NUMBER",22,3,0,"Y",135
"FS_FIADB","COND","SDIMAX_RMRS","NUMBER",22,4,0,"Y",136
"FS_FIADB","COND","SDIPCT_RMRS","NUMBER",22,4,1,"Y",137
"FS_FIADB","COND","SDI_RMRS","NUMBER",22,8,4,"Y",138
"FS_FIADB","COND","STAND_STRUCTURE_ME_NERS","NUMBER",22,1,0,"Y",139
"FS_FIADB","COND","TREES_PRESENT_NCRS","NUMBER",22,1,0,"Y",140
"FS_FIADB","COND","TREES_PRESENT_NERS","NUMBER",22,1,0,"Y",141
"FS_FIADB","COND","TRTCD1_P2A","NUMBER",22,2,0,"Y",142
"FS_FIADB","COND","TRTCD2_P2A","NUMBER",22,2,0,"Y",143
"FS_FIADB","COND","TRTCD3_P2A","NUMBER",22,2,0,"Y",144
"FS_FIADB","COND","TRTOPCD","NUMBER",22,2,0,"Y",145
"FS_FIADB","COND","TRTYR1_P2A","NUMBER",22,4,0,"Y",146
"FS_FIADB","COND","TRTYR2_P2A","NUMBER",22,4,0,"Y",147
"FS_FIADB","COND","TRTYR3_P2A","NUMBER",22,4,0,"Y",148
"FS_FIADB","COND","LAND_COVER_CLASS_CD","NUMBER",22,2,0,"Y",149
"FS_FIADB","COND","SIEQN_REF_CD","VARCHAR2",10,NA,NA,"Y",150
"FS_FIADB","COND","SICOND_FVS","NUMBER",22,3,0,"Y",151
"FS_FIADB","COND","SIBASE_FVS","NUMBER",22,3,0,"Y",152
"FS_FIADB","COND","SISP_FVS","NUMBER",22,4,0,"Y",153
"FS_FIADB","COND","SIEQN_REF_CD_FVS","VARCHAR2",10,NA,NA,"Y",154
"FS_FIADB","COND","MQUADPROP_UNADJ","NUMBER",22,11,10,"Y",155
"FS_FIADB","COND","SOILPROP_UNADJ","NUMBER",22,11,10,"Y",156
"FS_FIADB","COND","FOREST_COND_STATUS_CHANGE_CD","NUMBER",22,1,0,"Y",157
"FS_FIADB","COND_DWM_CALC","CN","VARCHAR2",34,NA,NA,"N",1
"FS_FIADB","COND_DWM_CALC","STATECD","NUMBER",22,4,0,"N",2
"FS_FIADB","COND_DWM_CALC","COUNTYCD","NUMBER",22,3,0,"N",3
"FS_FIADB","COND_DWM_CALC","PLOT","NUMBER",22,NA,NA,"N",4
"FS_FIADB","COND_DWM_CALC","MEASYEAR","NUMBER",22,4,0,"N",5
"FS_FIADB","COND_DWM_CALC","INVYR","NUMBER",22,4,0,"N",6
"FS_FIADB","COND_DWM_CALC","CONDID","NUMBER",22,1,0,"N",7
"FS_FIADB","COND_DWM_CALC","EVALID","NUMBER",22,6,0,"N",8
"FS_FIADB","COND_DWM_CALC","PLT_CN","VARCHAR2",34,NA,NA,"N",9
"FS_FIADB","COND_DWM_CALC","CND_CN","VARCHAR2",34,NA,NA,"Y",10
"FS_FIADB","COND_DWM_CALC","STRATUM_CN","VARCHAR2",34,NA,NA,"Y",11
"FS_FIADB","COND_DWM_CALC","PHASE","VARCHAR2",3,NA,NA,"Y",12
"FS_FIADB","COND_DWM_CALC","CONDPROP_CWD","NUMBER",22,13,12,"Y",13
"FS_FIADB","COND_DWM_CALC","CONDPROP_FWD_SM","NUMBER",22,13,12,"Y",14
"FS_FIADB","COND_DWM_CALC","CONDPROP_FWD_MD","NUMBER",22,13,12,"Y",15
"FS_FIADB","COND_DWM_CALC","CONDPROP_FWD_LG","NUMBER",22,13,12,"Y",16
"FS_FIADB","COND_DWM_CALC","CONDPROP_DUFF","NUMBER",22,13,12,"Y",17
"FS_FIADB","COND_DWM_CALC","CWD_TL_COND","NUMBER",22,13,10,"Y",18
"FS_FIADB","COND_DWM_CALC","CWD_TL_UNADJ","NUMBER",22,13,10,"Y",19
"FS_FIADB","COND_DWM_CALC","CWD_TL_ADJ","NUMBER",22,13,10,"Y",20
"FS_FIADB","COND_DWM_CALC","CWD_LPA_COND","NUMBER",22,NA,NA,"Y",21
"FS_FIADB","COND_DWM_CALC","CWD_LPA_UNADJ","NUMBER",22,NA,NA,"Y",22
"FS_FIADB","COND_DWM_CALC","CWD_LPA_ADJ","NUMBER",22,NA,NA,"Y",23
"FS_FIADB","COND_DWM_CALC","CWD_VOLCF_COND","NUMBER",22,NA,NA,"Y",24
"FS_FIADB","COND_DWM_CALC","CWD_VOLCF_UNADJ","NUMBER",22,NA,NA,"Y",25
"FS_FIADB","COND_DWM_CALC","CWD_VOLCF_ADJ","NUMBER",22,NA,NA,"Y",26
"FS_FIADB","COND_DWM_CALC","CWD_DRYBIO_COND","NUMBER",22,NA,NA,"Y",27
"FS_FIADB","COND_DWM_CALC","CWD_DRYBIO_UNADJ","NUMBER",22,NA,NA,"Y",28
"FS_FIADB","COND_DWM_CALC","CWD_DRYBIO_ADJ","NUMBER",22,NA,NA,"Y",29
"FS_FIADB","COND_DWM_CALC","CWD_CARBON_COND","NUMBER",22,NA,NA,"Y",30
"FS_FIADB","COND_DWM_CALC","CWD_CARBON_UNADJ","NUMBER",22,NA,NA,"Y",31
"FS_FIADB","COND_DWM_CALC","CWD_CARBON_ADJ","NUMBER",22,NA,NA,"Y",32
"FS_FIADB","COND_DWM_CALC","FWD_SM_TL_COND","NUMBER",22,13,10,"Y",33
"FS_FIADB","COND_DWM_CALC","FWD_SM_TL_UNADJ","NUMBER",22,13,10,"Y",34
"FS_FIADB","COND_DWM_CALC","FWD_SM_TL_ADJ","NUMBER",22,13,10,"Y",35
"FS_FIADB","COND_DWM_CALC","FWD_SM_CNT_COND","NUMBER",22,NA,NA,"Y",36
"FS_FIADB","COND_DWM_CALC","FWD_SM_VOLCF_COND","NUMBER",22,NA,NA,"Y",37
"FS_FIADB","COND_DWM_CALC","FWD_SM_VOLCF_UNADJ","NUMBER",22,NA,NA,"Y",38
"FS_FIADB","COND_DWM_CALC","FWD_SM_VOLCF_ADJ","NUMBER",22,NA,NA,"Y",39
"FS_FIADB","COND_DWM_CALC","FWD_SM_DRYBIO_COND","NUMBER",22,NA,NA,"Y",40
"FS_FIADB","COND_DWM_CALC","FWD_SM_DRYBIO_UNADJ","NUMBER",22,NA,NA,"Y",41
"FS_FIADB","COND_DWM_CALC","FWD_SM_DRYBIO_ADJ","NUMBER",22,NA,NA,"Y",42
"FS_FIADB","COND_DWM_CALC","FWD_SM_CARBON_COND","NUMBER",22,NA,NA,"Y",43
"FS_FIADB","COND_DWM_CALC","FWD_SM_CARBON_UNADJ","NUMBER",22,NA,NA,"Y",44
"FS_FIADB","COND_DWM_CALC","FWD_SM_CARBON_ADJ","NUMBER",22,NA,NA,"Y",45
"FS_FIADB","COND_DWM_CALC","FWD_MD_TL_COND","NUMBER",22,13,10,"Y",46
"FS_FIADB","COND_DWM_CALC","FWD_MD_TL_UNADJ","NUMBER",22,13,10,"Y",47
"FS_FIADB","COND_DWM_CALC","FWD_MD_TL_ADJ","NUMBER",22,13,10,"Y",48
"FS_FIADB","COND_DWM_CALC","FWD_MD_CNT_COND","NUMBER",22,NA,NA,"Y",49
"FS_FIADB","COND_DWM_CALC","FWD_MD_VOLCF_COND","NUMBER",22,NA,NA,"Y",50
"FS_FIADB","COND_DWM_CALC","FWD_MD_VOLCF_UNADJ","NUMBER",22,NA,NA,"Y",51
"FS_FIADB","COND_DWM_CALC","FWD_MD_VOLCF_ADJ","NUMBER",22,NA,NA,"Y",52
"FS_FIADB","COND_DWM_CALC","FWD_MD_DRYBIO_COND","NUMBER",22,NA,NA,"Y",53
"FS_FIADB","COND_DWM_CALC","FWD_MD_DRYBIO_UNADJ","NUMBER",22,NA,NA,"Y",54
"FS_FIADB","COND_DWM_CALC","FWD_MD_DRYBIO_ADJ","NUMBER",22,NA,NA,"Y",55
"FS_FIADB","COND_DWM_CALC","FWD_MD_CARBON_COND","NUMBER",22,NA,NA,"Y",56
"FS_FIADB","COND_DWM_CALC","FWD_MD_CARBON_UNADJ","NUMBER",22,NA,NA,"Y",57
"FS_FIADB","COND_DWM_CALC","FWD_MD_CARBON_ADJ","NUMBER",22,NA,NA,"Y",58
"FS_FIADB","COND_DWM_CALC","FWD_LG_TL_COND","NUMBER",22,13,10,"Y",59
"FS_FIADB","COND_DWM_CALC","FWD_LG_TL_UNADJ","NUMBER",22,13,10,"Y",60
"FS_FIADB","COND_DWM_CALC","FWD_LG_TL_ADJ","NUMBER",22,13,10,"Y",61
"FS_FIADB","COND_DWM_CALC","FWD_LG_CNT_COND","NUMBER",22,NA,NA,"Y",62
"FS_FIADB","COND_DWM_CALC","FWD_LG_VOLCF_COND","NUMBER",22,NA,NA,"Y",63
"FS_FIADB","COND_DWM_CALC","FWD_LG_VOLCF_UNADJ","NUMBER",22,NA,NA,"Y",64
"FS_FIADB","COND_DWM_CALC","FWD_LG_VOLCF_ADJ","NUMBER",22,NA,NA,"Y",65
"FS_FIADB","COND_DWM_CALC","FWD_LG_DRYBIO_COND","NUMBER",22,NA,NA,"Y",66
"FS_FIADB","COND_DWM_CALC","FWD_LG_DRYBIO_UNADJ","NUMBER",22,NA,NA,"Y",67
"FS_FIADB","COND_DWM_CALC","FWD_LG_DRYBIO_ADJ","NUMBER",22,NA,NA,"Y",68
"FS_FIADB","COND_DWM_CALC","FWD_LG_CARBON_COND","NUMBER",22,NA,NA,"Y",69
"FS_FIADB","COND_DWM_CALC","FWD_LG_CARBON_UNADJ","NUMBER",22,NA,NA,"Y",70
"FS_FIADB","COND_DWM_CALC","FWD_LG_CARBON_ADJ","NUMBER",22,NA,NA,"Y",71
"FS_FIADB","COND_DWM_CALC","PILE_SAMPLE_AREA_COND","NUMBER",22,13,12,"Y",72
"FS_FIADB","COND_DWM_CALC","PILE_SAMPLE_AREA_UNADJ","NUMBER",22,13,12,"Y",73
"FS_FIADB","COND_DWM_CALC","PILE_SAMPLE_AREA_ADJ","NUMBER",22,13,12,"Y",74
"FS_FIADB","COND_DWM_CALC","PILE_VOLCF_COND","NUMBER",22,NA,NA,"Y",75
"FS_FIADB","COND_DWM_CALC","PILE_VOLCF_UNADJ","NUMBER",22,NA,NA,"Y",76
"FS_FIADB","COND_DWM_CALC","PILE_VOLCF_ADJ","NUMBER",22,NA,NA,"Y",77
"FS_FIADB","COND_DWM_CALC","PILE_DRYBIO_COND","NUMBER",22,NA,NA,"Y",78
"FS_FIADB","COND_DWM_CALC","PILE_DRYBIO_UNADJ","NUMBER",22,NA,NA,"Y",79
"FS_FIADB","COND_DWM_CALC","PILE_DRYBIO_ADJ","NUMBER",22,NA,NA,"Y",80
"FS_FIADB","COND_DWM_CALC","PILE_CARBON_COND","NUMBER",22,NA,NA,"Y",81
"FS_FIADB","COND_DWM_CALC","PILE_CARBON_UNADJ","NUMBER",22,NA,NA,"Y",82
"FS_FIADB","COND_DWM_CALC","PILE_CARBON_ADJ","NUMBER",22,NA,NA,"Y",83
"FS_FIADB","COND_DWM_CALC","FUEL_DEPTH","NUMBER",22,NA,NA,"Y",84
"FS_FIADB","COND_DWM_CALC","FUEL_BIOMASS","NUMBER",22,NA,NA,"Y",85
"FS_FIADB","COND_DWM_CALC","FUEL_CARBON","NUMBER",22,NA,NA,"Y",86
"FS_FIADB","COND_DWM_CALC","DUFF_DEPTH","NUMBER",22,NA,NA,"Y",87
"FS_FIADB","COND_DWM_CALC","DUFF_BIOMASS","NUMBER",22,NA,NA,"Y",88
"FS_FIADB","COND_DWM_CALC","DUFF_CARBON","NUMBER",22,NA,NA,"Y",89
"FS_FIADB","COND_DWM_CALC","LITTER_DEPTH","NUMBER",22,NA,NA,"Y",90
"FS_FIADB","COND_DWM_CALC","LITTER_BIOMASS","NUMBER",22,NA,NA,"Y",91
"FS_FIADB","COND_DWM_CALC","LITTER_CARBON","NUMBER",22,NA,NA,"Y",92
"FS_FIADB","COND_DWM_CALC","DUFF_TC_COND","NUMBER",22,14,12,"Y",93
"FS_FIADB","COND_DWM_CALC","DUFF_TC_UNADJ","NUMBER",22,14,12,"Y",94
"FS_FIADB","COND_DWM_CALC","DUFF_TC_ADJ","NUMBER",22,14,12,"Y",95
"FS_FIADB","COND_DWM_CALC","AVG_WOOD_DENSITY","NUMBER",22,12,10,"Y",96
"FS_FIADB","COND_DWM_CALC","CREATED_BY","VARCHAR2",30,NA,NA,"N",97
"FS_FIADB","COND_DWM_CALC","CREATED_DATE","DATE",7,NA,NA,"N",98
"FS_FIADB","COND_DWM_CALC","CREATED_IN_INSTANCE","VARCHAR2",6,NA,NA,"N",99
"FS_FIADB","COND_DWM_CALC","MODIFIED_BY","VARCHAR2",30,NA,NA,"Y",100
"FS_FIADB","COND_DWM_CALC","MODIFIED_DATE","DATE",7,NA,NA,"Y",101
"FS_FIADB","COND_DWM_CALC","MODIFIED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",102
"FS_FIADB","COND_DWM_CALC","CYCLE","NUMBER",22,2,0,"N",103
"FS_FIADB","COND_DWM_CALC","SUBCYCLE","NUMBER",22,2,0,"N",104
"FS_FIADB","COND_DWM_CALC","UNITCD","NUMBER",22,2,0,"N",105
"FS_FIADB","COND_DWM_CALC","RSCD","NUMBER",22,2,0,"Y",106
"FS_FIADB","COND_DWM_CALC","PILE_TL_COND","NUMBER",22,13,10,"Y",107
"FS_FIADB","COND_DWM_CALC","PILE_TL_UNADJ","NUMBER",22,13,10,"Y",108
"FS_FIADB","COND_DWM_CALC","PILE_TL_ADJ","NUMBER",22,13,10,"Y",109
"FS_FIADB","COND_DWM_CALC","CONDPROP_PILE","NUMBER",22,13,12,"Y",110
"FS_FIADB","COUNTY","STATECD","NUMBER",22,4,0,"N",1
"FS_FIADB","COUNTY","UNITCD","NUMBER",22,2,0,"N",2
"FS_FIADB","COUNTY","COUNTYCD","NUMBER",22,3,0,"N",3
"FS_FIADB","COUNTY","COUNTYNM","VARCHAR2",50,NA,NA,"N",4
"FS_FIADB","COUNTY","CN","VARCHAR2",34,NA,NA,"N",5
"FS_FIADB","COUNTY","CREATED_BY","VARCHAR2",30,NA,NA,"Y",6
"FS_FIADB","COUNTY","CREATED_DATE","DATE",7,NA,NA,"Y",7
"FS_FIADB","COUNTY","CREATED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",8
"FS_FIADB","COUNTY","MODIFIED_BY","VARCHAR2",30,NA,NA,"Y",9
"FS_FIADB","COUNTY","MODIFIED_DATE","DATE",7,NA,NA,"Y",10
"FS_FIADB","COUNTY","MODIFIED_IN_INSTANCE","VARCHAR2",6,NA,NA,"Y",11
"FS_FIADB","DATAMART_MOST_RECENT_INV","STATECD","NUMBER",22,2,0,"N",1
"FS_FIADB","DATAMART_MOST_RECENT_INV","EVAL_GRPS","VARCHAR2",32,NA,NA,"N",2
"FS_FIADB","DATAMART_MOST_RECENT_INV","COMMENTS","VARCHAR2",64,NA,NA,"N",3
"FS_FIADB","DATAMART_MOST_RECENT_INV","STATEAB","VARCHAR2",2,NA,NA,"Y",4
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","CN","VARCHAR2",34,NA,NA,"N",1
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","PLT_CN","VARCHAR2",34,NA,NA,"N",2
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","INVYR","NUMBER",22,4,0,"N",3
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","STATECD","NUMBER",22,4,0,"N",4
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","COUNTYCD","NUMBER",22,3,0,"N",5
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","PLOT","NUMBER",22,5,0,"N",6
"FS_FIADB","DWM_COARSE_WOODY_DEBRIS","SUBP","NUMBER",22,1,0,"N",7
